swiss_french,standard_french,dialect,part_of_speech,definition,source,notes
macarons,,vaud,unknown,.,Glossaire vaud (1861),Line 4363
luimâcher,,vaud,unknown,",cequisignifie :ilabesoin qu'on luiexplique les",Glossaire vaud (1861),Line 4366
choses,,vaud,unknown,lesplus simples .Nous disons aussi d'un homme qui,Glossaire vaud (1861),Line 4367
articule,,vaud,unknown,mal pour avoir trop bu:ilnepeut pasmâcher le,Glossaire vaud (1861),Line 4369
papet,,vaud,unknown,;ilfaut dire qu'il alesdents mêlées .,Glossaire vaud (1861),Line 4370
souvent,,vaud,unknown,d'une façon singulière :c'est machine quimel'adit.,Glossaire vaud (1861),Line 4372
machinante,,vaud,unknown,.Avec cemachin -làjenecraindrais pas deux,Glossaire vaud (1861),Line 4374
hommes,,vaud,unknown,.As-tutrouvé lamachinante enquestion ?Cesont,Glossaire vaud (1861),Line 4375
autant,d'expressions incorrectes ,vaud,unknown,d'expressions incorrectes .,Glossaire vaud (1861),Line 4376
gence,"N.P.mâchiller ,mâchouiller ",vaud,unknown,".N.P.mâchiller ,mâchouiller .",Glossaire vaud (1861),Line 4378
ilmange,,vaud,unknown,"beaucoup etpourtant ilestmaigre .Maigri ,qui",Glossaire vaud (1861),Line 4381
estdevenu,,vaud,unknown,"maigre :ilparaît qu'il aétémalade ,carjele",Glossaire vaud (1861),Line 4382
trouve,maigri ,vaud,unknown,maigri .,Glossaire vaud (1861),Line 4383
maille,,vaud,unknown,"coulée ouécoulée ;D.laisser tomber une maille ,",Glossaire vaud (1861),Line 4386
maille,tombée ,vaud,unknown,tombée .,Glossaire vaud (1861),Line 4387
doitêtre,,vaud,unknown,employé dans aucune des acceptions suivantes :,Glossaire vaud (1861),Line 4389
secasse,,vaud,unknown,"pasfacilement ,elle maille plutôt .Quand une ser- rures'ouvre difficilement ,onrisque d'en mailler laclef. plies;D.unemain ,unelevée.Les mains m'en tombent ,",Glossaire vaud (1861),Line 4391
lesbras,,vaud,unknown,"m'en tombent ,signifie j'en éprouve unegrande",Glossaire vaud (1861),Line 4396
surprise,,vaud,unknown,".N.P.lesmains metombent ,lesbras metombent .",Glossaire vaud (1861),Line 4397
danslasienne,Acad.,vaud,unknown,"ensigne d'amitié ,deréconciliation ,d'ac- cord,d'acquiescement .Ilssesont touché dans lamain . (Acad.)N.P.ilssesont touché lamain . N.P.votre 136 ΜΑΙ",Glossaire vaud (1861),Line 4399
affaire,,vaud,unknown,estentre bonnes mains ;D.votre affaire estenbonne,Glossaire vaud (1861),Line 4403
main,,vaud,unknown,.-N.P.une bonne main ;D.unpourboire .,Glossaire vaud (1861),Line 4404
gros,,vaud,unknown,blé. Ceque nous appelons delanon-nette oudu,Glossaire vaud (1861),Line 4406
gros,bléestunesorte defroment .-,vaud,unknown,bléestunesorte defroment .-,Glossaire vaud (1861),Line 4407
aux,,vaud,unknown,"maisonnettes que l'on construit dans lesvignes ,soit",Glossaire vaud (1861),Line 4409
pour,,vaud,unknown,"yserrer lesoutils ,soitpour s'yabriter ,P.F.",Glossaire vaud (1861),Line 4410
très,,vaud,unknown,"important ,forme parlui-même unsuperlatif etne",Glossaire vaud (1861),Line 4412
saurait,,vaud,unknown,"pour cette raison êtreprécédé desmots très,fort, bien,leplus,lemoins .Ainsi ,onnedoit pasdire :uneer-",Glossaire vaud (1861),Line 4413
reur,trèsmajeure ,vaud,unknown,trèsmajeure .,Glossaire vaud (1861),Line 4415
setrouve,,vaud,unknown,"pasdans lesdictionnaires etpeut,jepense ,être",Glossaire vaud (1861),Line 4417
remplacée,,vaud,unknown,"parleverbe seblesser .-Sentir mal,pour sentir",Glossaire vaud (1861),Line 4418
mauvais,,vaud,unknown,",P.F.-Iln'est pasmal,pour ilestassez joli,ne",Glossaire vaud (1861),Line 4419
peut,passedire,vaud,unknown,passedire.,Glossaire vaud (1861),Line 4420
ment,"malade ,P.F",vaud,unknown,"malade ,P.F.",Glossaire vaud (1861),Line 4422
conviendra,"D.malgré celajeferai ,etc",vaud,unknown,";D.malgré celajeferai ,etc.",Glossaire vaud (1861),Line 4425
maline,N.P.lafièvre maline ,vaud,unknown,.N.P.lafièvre maline .,Glossaire vaud (1861),Line 4427
lingre,,vaud,unknown,".N.P.d'un semblable enfant ,c'est unécremin ,un",Glossaire vaud (1861),Line 4429
fémelin,unécoué ,vaud,unknown,",unécoué .",Glossaire vaud (1861),Line 4430
avoir,,vaud,unknown,"safortune ébranlée ;ilfaut dire branler dans leman- che.Tenir lecouteau parlemanche ,expression dont nous",Glossaire vaud (1861),Line 4433
nous,,vaud,unknown,servons pour dire :êtrelemaître delasituation .Cette,Glossaire vaud (1861),Line 4435
manière,,vaud,unknown,"des'exprimer n'est pas dans lesdictionnaires ; c'estdommage . Avoir lesjambes enmanche deveste ,P.F.",Glossaire vaud (1861),Line 4437
tient,,vaud,unknown,avec lesmains lorsqu'on laboure .N.P.lescornes de,Glossaire vaud (1861),Line 4440
lacharrue,D.lesmancherons ,vaud,unknown,;D.lesmancherons .,Glossaire vaud (1861),Line 4441
onditlemaniement,,vaud,unknown,":lemaniement desaffaires ,desfinances .",Glossaire vaud (1861),Line 4444
tains,,vaud,unknown,ouvriers mettent àlamain pour qu'elle puisse résister,Glossaire vaud (1861),Line 4447
autravail,,vaud,unknown,".N.P.lamarnicle .Connaître lamarnicle ,pour",Glossaire vaud (1861),Line 4448
seconnaître,"àquelque chose ,P.F",vaud,unknown,"àquelque chose ,P.F.",Glossaire vaud (1861),Line 4449
large,,vaud,unknown,",quiauneanse àchaque extrémité ,etoùl'onmet",Glossaire vaud (1861),Line 4451
dulinge,,vaud,unknown,",etc. D'après cette définition ,ilestévident que l'ustensile dont ilestquestion n'est autre chose quenotre",Glossaire vaud (1861),Line 4452
corbeille,Voyez lemot corbeille .,vaud,unknown,.(Voyez lemot corbeille .),Glossaire vaud (1861),Line 4454
lorsque,,vaud,unknown,lejoueur n'atteint paslabille surlaquelle iljcue.,Glossaire vaud (1861),Line 4456
ditpasaufiguré,,vaud,unknown,"pour maladresse ,manque detact. subs.bourricade ,employé dans lemême sens,P.F.Le",Glossaire vaud (1861),Line 4458
quisignifiait,,vaud,unknown,réduit àrecommencer .Ontrouve dans H.,Glossaire vaud (1861),Line 4461
maraude,,vaud,unknown,.,Glossaire vaud (1861),Line 4466
decafé, 138 MAR,vaud,unknown,. 138 MAR,Glossaire vaud (1861),Line 4468
peudechose,,vaud,unknown,.N.P.ravauder .Ruvauder signifie raccommo-,Glossaire vaud (1861),Line 4471
derdeméchantes,,vaud,unknown,"hardes àl'aiguille :ravauder des bas,",Glossaire vaud (1861),Line 4472
ravauder,,vaud,unknown,"uneveste ,uncaleçon . ché.Pache estunvieux mot quisignifiait pacte ,convention . -N.P.lemarché dubeurre ,lemarché dufoin,desva-",Glossaire vaud (1861),Line 4473
ches,,vaud,unknown,",etc.:D.lemarché aubeurre ,aufoin,aux vaches , etc.",Glossaire vaud (1861),Line 4477
vendre,,vaud,unknown,"bon marché ;D.acheter àbon marché ,vendre à",Glossaire vaud (1861),Line 4480
bon,marché ,vaud,unknown,marché .,Glossaire vaud (1861),Line 4481
gotte,margolter ,vaud,unknown,",margolter .",Glossaire vaud (1861),Line 4483
demarge,,vaud,unknown,àquelqu'un pour exécuter sonprojet .Prendre du,Glossaire vaud (1861),Line 4485
champ,,vaud,unknown,",sedisait dans lescombats enchamp clos,pour",Glossaire vaud (1861),Line 4486
prendre,,vaud,unknown,"del'espace pour mieux fournir sacarrière .On voit,parcesdéfinitions ,quinilaisser delamarge ,niprendre",Glossaire vaud (1861),Line 4487
duchamp,,vaud,unknown,",nerendent l'expression prendre del'empare dont",Glossaire vaud (1861),Line 4489
lesens,,vaud,unknown,"estd'une désespérante généralité ,comme leprou-",Glossaire vaud (1861),Line 4490
vent,,vaud,unknown,lesexpressions suivantes :Unouvrier taille unhabit ;,Glossaire vaud (1861),Line 4491
lemaître,,vaud,unknown,"quil'observe luidit:prenez unpeud'empare de cecôté,M.N.al'épaule droite plus grosse quel'épaule",Glossaire vaud (1861),Line 4492
gauche,,vaud,unknown,.-Cinquante francs suffisent ;mais jepréfère pren- dreunpeud'empare .-Un tireur dira :levent n'est pas,Glossaire vaud (1861),Line 4494
encore,"àdroite ,ouàgauche",vaud,unknown,"assez fortpour guidonner ,mais ilfautprendre un peud'empare (àdroite ,ouàgauche ).-Jevous préviens qu'il marche bien ;donc ,sivous voulez arriver avant lui,",Glossaire vaud (1861),Line 4496
prenez,,vaud,unknown,"del'empare ,joliment d'empare ,etc.Quel estl'équi-",Glossaire vaud (1861),Line 4499
valent,"deprendre del'empare ? Emparer quel- qu'un ,tenir,prendre sonparti :pariez seulement ,jevous",vaud,unknown,"français deprendre del'empare ? Emparer quel- qu'un ,tenir,prendre sonparti :pariez seulement ,jevous",Glossaire vaud (1861),Line 4500
empare,,vaud,unknown,".Lesmots empare ,emparer ,P.F.dans lesensque",Glossaire vaud (1861),Line 4502
nous,leur donnons ,vaud,unknown,leur donnons .,Glossaire vaud (1861),Line 4503
nilles,Besch .,vaud,unknown,;basetpop.(Besch .)N.P.marion -graillon .,Glossaire vaud (1861),Line 4508
nédiction,,vaud,unknown,"nuptiale .N.P.d'un homme ,ilamarié sadomes-",Glossaire vaud (1861),Line 4510
tique,,vaud,unknown,;D.ilaépousé sadomestique .-N.P.cepasteur nous,Glossaire vaud (1861),Line 4511
aépousés,,vaud,unknown,;D.cepasteur nous amariés .,Glossaire vaud (1861),Line 4512
mormonner,,vaud,unknown,.,Glossaire vaud (1861),Line 4514
unamarronnier,,vaud,unknown,.,Glossaire vaud (1861),Line 4517
unmartin,-sec,vaud,unknown,-sec.,Glossaire vaud (1861),Line 4520
visagère,,vaud,unknown,.,Glossaire vaud (1861),Line 4523
onpeut,,vaud,unknown,"direlamastication pour l'action demâcher ,dedi-",Glossaire vaud (1861),Line 4527
viser,,vaud,unknown,lesaliments solides avec lesdents .,Glossaire vaud (1861),Line 4528
nigaud,,vaud,unknown,",benêt . d'une école ,etc.",Glossaire vaud (1861),Line 4531
mauvais,,vaud,unknown,.Cetenfant atoujours demauvaises raisons àla 140 MAZ,Glossaire vaud (1861),Line 4536
bouche,,vaud,unknown,";aulieu demeremercier ,ilm'a ditdesmauvaises",Glossaire vaud (1861),Line 4538
raisons,,vaud,unknown,",P.F.;ilfaut dire deoudesmauvais propos .",Glossaire vaud (1861),Line 4539
ties,,vaud,unknown,"delaFrance .Lemot mazol ,quin'est pasdans ledic-",Glossaire vaud (1861),Line 4541
tionnaire,,vaud,unknown,",vient -ildemazut ?Nous donnons lenom dema-",Glossaire vaud (1861),Line 4542
zots,Enallemand dieKette signifie lachaîne .,vaud,unknown,àdepetites constructions quiservent defenils surles (Enallemand dieKette signifie lachaîne .),Glossaire vaud (1861),Line 4543
veau,,vaud,unknown,mêlé ;des cheveux mêlés .,Glossaire vaud (1861),Line 4552
membré,,vaud,unknown,.,Glossaire vaud (1861),Line 4554
phrases,,vaud,unknown,suivantes :Quand cette serrure aura étéunpeu,Glossaire vaud (1861),Line 4559
menée,,vaud,unknown,",elle s'ouvrira plus facilement ;quand ces souliers",Glossaire vaud (1861),Line 4560
auront,"étéunpeumenés ,ilsnemeblesseront plus",vaud,unknown,"étéunpeumenés ,ilsnemeblesseront plus.",Glossaire vaud (1861),Line 4561
degaloche,,vaud,unknown,.,Glossaire vaud (1861),Line 4563
nuisier,,vaud,unknown,",menuiserie . moi,merci demavie,peut-ondire merci de,merci du,",Glossaire vaud (1861),Line 4566
merci,,vaud,unknown,"dela,comme dans ceslocutions -ci:merci devos",Glossaire vaud (1861),Line 4569
conseils,,vaud,unknown,;merci ducompliment ;merci delapréférence ?,Glossaire vaud (1861),Line 4570
négative,,vaud,unknown,". égal.Nous disons c'est toutmamère m'afait:prenez celui -ci,",Glossaire vaud (1861),Line 4573
prenez,,vaud,unknown,"celui-là,c'est toutmamère m'afait,P.F. Mère ,",Glossaire vaud (1861),Line 4577
masse,,vaud,unknown,séreuse quisert àfaire tourner levinenvinaigre ;ce,Glossaire vaud (1861),Line 4578
mot,,vaud,unknown,P.F.dans cesens .Mais onlitdans Besch .àl'article,Glossaire vaud (1861),Line 4579
mère,,vaud,unknown,:Tonneau dans lequel onconvertit levinenvinaigre .,Glossaire vaud (1861),Line 4580
sent,,vaud,unknown,àcloche -pied unpalet entre deslignes .N.P.jouer au,Glossaire vaud (1861),Line 4582
pater,,vaud,unknown,",àpasteur ;D.jouer àlamérelle .",Glossaire vaud (1861),Line 4583
ches,N.P.dumarrain ,vaud,unknown,.N.P.dumarrain .,Glossaire vaud (1861),Line 4585
cellente,,vaud,unknown,expression proverbiale :nul messager nedoit être,Glossaire vaud (1861),Line 4587
battu,,vaud,unknown,".Malgré cela,jecrois qu'on peut l'employer .",Glossaire vaud (1861),Line 4588
rigine,,vaud,unknown,denotre mot metzance ?Oubien serait -celemot,Glossaire vaud (1861),Line 4590
meschance,,vaud,unknown,?On trouve dans laFarce del'avocat Pathelin :,Glossaire vaud (1861),Line 4591
messeiller,,vaud,unknown,.,Glossaire vaud (1861),Line 4595
lusensemble,,vaud,unknown,".N.P.dumessel ,dumoitié . cher,entrer dans unlieu,P.F. 142 MIE",Glossaire vaud (1861),Line 4597
pluriel,,vaud,unknown,".N.P.midi précise ,minuit précise ;D.midi précis ,",Glossaire vaud (1861),Line 4605
minuit,,vaud,unknown,"précis .Dites aussi surlemidi ,surleminuit . fortbien,ilchante fortbien.Cette jeune fille estlamieux du",Glossaire vaud (1861),Line 4606
village,,vaud,unknown,",P.F.Dites laplus jolie ouprenez unautre tour.",Glossaire vaud (1861),Line 4611
gnonnettes,oudesmignardises ,vaud,unknown,oudesmignardises .,Glossaire vaud (1861),Line 4615
jaurée,,vaud,unknown,.,Glossaire vaud (1861),Line 4617
tonner,,vaud,unknown,"lasoupe ,etc.;D.mijoter delasoupe ,delaviande .",Glossaire vaud (1861),Line 4619
plupart,;D,vaud,unknown,"desdictionnaires français ;D.pauvre ,misérable . c'estunhomme bien mince ,c'est-à-dire,ilal'airdepeude",Glossaire vaud (1861),Line 4623
considération,Acad .,vaud,unknown,",depeu demérite .(Acad .)Nous disons c'est",Glossaire vaud (1861),Line 4626
unmince,,vaud,unknown,",untout mince ,unfinmince ;quelquefois nous com-",Glossaire vaud (1861),Line 4627
plétons,,vaud,unknown,l'idée endisant c'est unmince gueux .,Glossaire vaud (1861),Line 4628
canton,,vaud,unknown,"deVaud ,ondonne lenom deguidon àunemiremo- bile;delà,guidonner ,donner duguidon ,pour direplacer le",Glossaire vaud (1861),Line 4630
guidon,,vaud,unknown,"euégard àladirection duvent.Lesmots guidon ,",Glossaire vaud (1861),Line 4632
guidonner,"dans cesens,mais jepense qu'on peut lesconserver comme termes techniques ,qui",vaud,unknown,"nesont pasfrançais dans cesens,mais jepense qu'on peut lesconserver comme termes techniques ,qui",Glossaire vaud (1861),Line 4633
trouveront,,vaud,unknown,plus tard uneplace dans ledictionnaire .Onen,Glossaire vaud (1861),Line 4635
peut,,vaud,unknown,"dire autant desmots échantillonnage ,échantillonner ,",Glossaire vaud (1861),Line 4636
égance,,vaud,unknown,",égancer ,distac ,etc.Al'occasion dumotéchantillon ner,j'aitrouvé dans ledict.R.W.:échantiller ,confronter",Glossaire vaud (1861),Line 4637
unemesure,,vaud,unknown,",ouunpoids avec l'étalon oul'original .",Glossaire vaud (1861),Line 4640
admirable,,vaud,unknown,",merveilleux .N.P.mirlifique . v.n.miroiter signifie réfléchir lalumière . bois,jeveux aller miser ,P.F.",Glossaire vaud (1861),Line 4642
mitaines,,vaud,unknown,".-Miton ,s.m.,diminutif demitaine ,estunmotfran- çais.Onditaussi onguent miton mitaine pour remède sans",Glossaire vaud (1861),Line 4649
valeur,,vaud,unknown,.,Glossaire vaud (1861),Line 4651
attaque,,vaud,unknown,"lafarine ,etc.J'ai lieudecroire quec'est l'individu",Glossaire vaud (1861),Line 4653
appelé,,vaud,unknown,carquillon dans plusieurs villages delapartie sud-,Glossaire vaud (1861),Line 4654
ouest,"Cuvier ,tom.IV,pag.283.",vaud,unknown,"ducanton .(Cuvier ,tom.IV,pag.283.) -MODE ,s.f.N.P.chaque pays ,chaque mode ;D.chaque",Glossaire vaud (1861),Line 4655
pays,asamode ,vaud,unknown,asamode .,Glossaire vaud (1861),Line 4657
melion,,vaud,unknown,. d'un membre dont lereste aétécoupé .,Glossaire vaud (1861),Line 4660
mentmalade,,vaud,unknown,";ilestmoindre ,toujours moindre ,catole .AOrbe ondit,jesuistoute défaufilée ,P.F. sant,c'est unvilain moineau ,unsotmoineau .L'expression",Glossaire vaud (1861),Line 4665
beaumerle,Acad .,vaud,unknown,"seditironiquement d'un homme laid,mal fait, (Acad .) 144 ΜΟΙ",Glossaire vaud (1861),Line 4669
couteau,,vaud,unknown,"vaut cinq francs pour lemoins desmoins ,P.F.-Je l'aipayé ,sans lemoins dedixfrancs ,P.F.-Vous nepou-",Glossaire vaud (1861),Line 4674
viezfaire,,vaud,unknown,"demoins quedel'inviter ,P.F.;ilfaut dire:vous",Glossaire vaud (1861),Line 4676
nepouviez,"faire moins que,etc",vaud,unknown,"faire moins que,etc.",Glossaire vaud (1861),Line 4677
les,,vaud,unknown,mains moites .N.P.mate .,Glossaire vaud (1861),Line 4679
ensemble,,vaud,unknown,";D.être demoitié ,semettre demoitié .",Glossaire vaud (1861),Line 4681
lesbotanistes,,vaud,unknown,donnent àlaplante appelée vulgairement bon-,Glossaire vaud (1861),Line 4683
homme,,vaud,unknown,.,Glossaire vaud (1861),Line 4684
broyer,lescouleurs .N.P.lebroyon ,vaud,unknown,lescouleurs .N.P.lebroyon .,Glossaire vaud (1861),Line 4686
ettoutes,,vaud,unknown,lesparties ducorps sont dans unétat derelâche-,Glossaire vaud (1861),Line 4688
ment,N.P.chenoille ,vaud,unknown,.N.P.chenoille .,Glossaire vaud (1861),Line 4689
rable,,vaud,unknown,".Jel'aiattendu unbon moment pour dire longtemps ,",Glossaire vaud (1861),Line 4692
ouvrage,,vaud,unknown,"?-Non,parce quejen'ytravaille quedesmoments ,",Glossaire vaud (1861),Line 4694
direpour,,vaud,unknown,"épouvantail :ilapeur dumomo ,P.F.Lemomo,",Glossaire vaud (1861),Line 4697
engrec,,vaud,unknown,"mommo etmormo .Voyez Elie Bertrand ,Recherches",Glossaire vaud (1861),Line 4698
surleslangues,,vaud,unknown,anciennes etmodernes delaSuisse etprinci-,Glossaire vaud (1861),Line 4699
palement,,vaud,unknown,"dupays deVaud .Marmo ,spectre ,voyez Jardin",Glossaire vaud (1861),Line 4700
desracines,,vaud,unknown,"grecques ,ledict.R.W.aumotmomeur ,etBesch . àl'article momon .",Glossaire vaud (1861),Line 4701
nandre,,vaud,unknown,",pour diretoutlemonde ,toutlebataclan .(Enallemand",Glossaire vaud (1861),Line 4704
miteinander,,vaud,unknown,signifie ensemble .)Nous employons souvent,Glossaire vaud (1861),Line 4705
lacurieuse,,vaud,unknown,"expression :jenesaispasdans ceDieumonde ce qu'il fait,cequ'il pense .Onnesaitpasdans ceDieu monde",Glossaire vaud (1861),Line 4707
oùilprend,Acad .,vaud,unknown,tout l'argent qu'il dépense . gens.(Acad .)Cette définition suffit pour faire comprendre,Glossaire vaud (1861),Line 4709
quenous,,vaud,unknown,"donnons souvent ausubs .montée unsens qu'il n'a pas.Faire sauter lesmontées àquelqu'un ,lechasser hon-",Glossaire vaud (1861),Line 4712
teusement,Acad .,vaud,unknown,dechez soi.(Acad .)N.P.faire sauter lesescaliers .,Glossaire vaud (1861),Line 4714
monter,,vaud,unknown,"àuneéchelle ,àl'échelle ,suruneéchelle ;mais onne",Glossaire vaud (1861),Line 4716
peut,,vaud,unknown,pas dire monter l'échelle . N. P.lebaromètre est,Glossaire vaud (1861),Line 4717
monté,D.amonté ,vaud,unknown,;D.amonté .,Glossaire vaud (1861),Line 4718
campiau,,vaud,unknown,",trinquet ,tinquet ,P.F.Dites ungros morceau ,un",Glossaire vaud (1861),Line 4722
quignon,,vaud,unknown,",unebribe ;cestrois expressions sont synonymes . tout;ilnesaurait sedire pour gros morceau .Chiquet -à-chi-",Glossaire vaud (1861),Line 4723
quetéquivaut,,vaud,unknown,"àpeuàpeu payer chiquet -à-chiquet ,payer",Glossaire vaud (1861),Line 4726
parpetites,"sommes ,peu-à-pеи",vaud,unknown,"sommes ,peu-à-pеи.",Glossaire vaud (1861),Line 4727
légèrement,N.P.mordiller ,vaud,unknown,.N.P.mordiller .,Glossaire vaud (1861),Line 4729
pilon,,vaud,unknown,estl'instrument pour piler .,Glossaire vaud (1861),Line 4734
etivre-morte,,vaud,unknown,enparlant d'une femme .,Glossaire vaud (1861),Line 4736
mourve,,vaud,unknown,",delamoque . 146 MOR",Glossaire vaud (1861),Line 4738
pour,,vaud,unknown,"direcen'est paspeudechose ,c'est unechose impor-",Glossaire vaud (1861),Line 4741
tante,P.F,vaud,unknown,",P.F.",Glossaire vaud (1861),Line 4742
morveux,,vaud,unknown,",petite morveuse .N.P.petit mourveux ,petite mour-",Glossaire vaud (1861),Line 4744
veuse,,vaud,unknown,.,Glossaire vaud (1861),Line 4745
nefaut,,vaud,unknown,pasdire :jemouche beaucoup ;D.jememouche beau-,Glossaire vaud (1861),Line 4747
coup,souvent ,vaud,unknown,",souvent .",Glossaire vaud (1861),Line 4748
sillon,,vaud,unknown,",mouchillon .Moucheron seditaussi dubout dela",Glossaire vaud (1861),Line 4750
mèche,,vaud,unknown,d'une chandelle qui brûle etqu'il faut moucher .,Glossaire vaud (1861),Line 4751
espèce,dechampignon ,vaud,unknown,dechampignon .,Glossaire vaud (1861),Line 4753
non,lamouchette ,vaud,unknown,lamouchette .,Glossaire vaud (1861),Line 4755
couler,Besch .,vaud,unknown,lesuif etqu'on appelle familièrement unvoleur . (Besch .),Glossaire vaud (1861),Line 4757
doigts,,vaud,unknown,",celaestàs'enlécher lesdoigts ,pour celaestexcellent",Glossaire vaud (1861),Line 4761
àmanger,,vaud,unknown,".Ilexiste unadj.potequiestleradical depo- telé:mains potes .Nous employons l'adj .potu,e,pour qualifier",Glossaire vaud (1861),Line 4762
unepersonne,,vaud,unknown,quifaitconstamment lamoue ;cemot P.F.,Glossaire vaud (1861),Line 4764
bouche,,vaud,unknown,",uneexcellente mouille -bouche .(Aupluriel ,écrivez des",Glossaire vaud (1861),Line 4766
mouille,,vaud,unknown,-bouche .) qu'un pour exprimer qu'on luidonnera bien delapeine ;,Glossaire vaud (1861),Line 4767
mais,,vaud,unknown,"l'expression :faire mouler quelqu'un ,pour dire l'obliger",Glossaire vaud (1861),Line 4772
àcéder,Voy.caponner .,vaud,unknown,",P.F.(Voy.caponner .)",Glossaire vaud (1861),Line 4773
procurer,,vaud,unknown,duprofit parsonindustrie .N.P.faire sesferrettes .,Glossaire vaud (1861),Line 4776
mourir,,vaud,unknown,";mais trousser pour casser ,P.F. ches;lesingulier estpréférable .",Glossaire vaud (1861),Line 4779
moût,,vaud,unknown,pour direqu'il manque d'assaisonnement .Cette expres-,Glossaire vaud (1861),Line 4783
sion,,vaud,unknown,nesetrouve pas dans ledict.,Glossaire vaud (1861),Line 4784
mûr,,vaud,unknown,;D.quin'est pasmûr ouàdemi mûr .,Glossaire vaud (1861),Line 4789
railles,,vaud,unknown,",lemettre enprison .N.P.entre quatre murs .",Glossaire vaud (1861),Line 4791
pointu,,vaud,unknown,"delagrosseur d'une petite souris .N.P.unmuset ,",Glossaire vaud (1861),Line 4794
unmouset,,vaud,unknown,". cate;D.unemuscadelle ,unedélicieuse muscadelle .",Glossaire vaud (1861),Line 4795
muffle,,vaud,unknown,".Boire àmourre devache ,seditchez nous pour semet-",Glossaire vaud (1861),Line 4800
tresurlesgenoux,,vaud,unknown,"etsurlesmains ,pour boire dans un",Glossaire vaud (1861),Line 4801
ruisseau,,vaud,unknown,",oulorsqu'un verre estplein jusqu'au bord,boire",Glossaire vaud (1861),Line 4802
unepartie,"PANTAGRUEL ,liv.III,chap .XX.",vaud,unknown,"decequ'il contient sans leprendre dans lamain . (PANTAGRUEL ,liv.III,chap .XX.) 148 MUS",Glossaire vaud (1861),Line 4803
masser,,vaud,unknown,.,Glossaire vaud (1861),Line 4810
sélau,,vaud,unknown,"sémussé ,lesoleil secache ;aou sélau mussi ,ausoleil",Glossaire vaud (1861),Line 4812
couchant,,vaud,unknown,.Lechevalier deLaTour Landry emploie ce,Glossaire vaud (1861),Line 4813
verbe,,vaud,unknown,:,Glossaire vaud (1861),Line 4814
signifie,,vaud,unknown,"rat.) bot,nainbote ,rabot ,rabote ,botolion .",Glossaire vaud (1861),Line 4817
riel,pr.nèr.1,vaud,unknown,pr.nèr.1,Glossaire vaud (1861),Line 4827
ditnetcomme,,vaud,unknown,"uneperle ,netcomme undenier .",Glossaire vaud (1861),Line 4829
ouune,,vaud,unknown,"haspirée :neuf plumes ,neuf héros .Devant une",Glossaire vaud (1861),Line 4832
voyelle,àneuf,vaud,unknown,"ouunehmuette ,ilprend lesonduv. àneuf;mais ilfautdirehabiller unenfant deneuf;s'habil- lerdeneuf.Onl'ahabillé toutàneuf pour lespromotions ,",Glossaire vaud (1861),Line 4833
sortirait,,vaud,unknown,encore dulait.Seditd'un trèsjeune homme qui,Glossaire vaud (1861),Line 4841
veut,,vaud,unknown,semêler dechoses au-dessus desonâge.Nous disons : iln'apasencore lesoreilles essuyées .Jen'aipastrouvé cette,Glossaire vaud (1861),Line 4842
expression,,vaud,unknown,.Envoici quelques -unes quedonnent lesdiction-,Glossaire vaud (1861),Line 4844
naires,,vaud,unknown,:cela vous passera bien loin dunez;c'est-à-dire cela,Glossaire vaud (1861),Line 4845
nesera,,vaud,unknown,"pas pour vous .Votre nez branle ,c'est -àdire,vous",Glossaire vaud (1861),Line 4846
nedites,,vaud,unknown,pas lavérité .Jen'ai pas trouvé lessuivantes :ce n'estpaspour tonchien denez.- Sens voirsileneztebranle .,Glossaire vaud (1861),Line 4847
dividu,,vaud,unknown,"!C'est delagogne .Lemotgogne ,quiestunterme de",Glossaire vaud (1861),Line 4851
mépris,,vaud,unknown,"employé pour désigner unniais ,unhomme ,une",Glossaire vaud (1861),Line 4852
chose,"sans valeur ,P.F",vaud,unknown,"sans valeur ,P.F.",Glossaire vaud (1861),Line 4853
laponte,"despoules .N.P.legniô,leniau ",vaud,unknown,"despoules .N.P.legniô,leniau .",Glossaire vaud (1861),Line 4855
niguedandouille,,vaud,unknown,.,Glossaire vaud (1861),Line 4857
fraises,,vaud,unknown,",deviolettes ,etc.,pour direunendroit oùilyabeau-",Glossaire vaud (1861),Line 4859
coup,,vaud,unknown,"defraises ,deviolettes ,etc.Ilfaut dire,jeconnais une",Glossaire vaud (1861),Line 4860
nitée,de,vaud,unknown,de....,Glossaire vaud (1861),Line 4861
touche,,vaud,unknown,". puisNoël ,jusqu'à Noël .",Glossaire vaud (1861),Line 4863
cher,,vaud,unknown,"rogne ,rognasser ;D.chercher noise.Leverbe noiser s'est ditdans lesens dechercher noise .",Glossaire vaud (1861),Line 4868
surunbâton,,vaud,unknown,",pour direilarrange leschoses àsafaçon ,il",Glossaire vaud (1861),Line 4871
propose,,vaud,unknown,"unesolution impossible .Cette expression P.F. 150 NOM tin,botulus ,unesaucisse .",Glossaire vaud (1861),Line 4872
desavis,,vaud,unknown,officiels desphrases comme celle -ci:laplace deré-,Glossaire vaud (1861),Line 4877
gent,,vaud,unknown,"de....étant àrepourvoir ,etc. L'examen pour larepour-",Glossaire vaud (1861),Line 4878
vuedelaplace,,vaud,unknown,"derégent à....Orlesmots repourvue ,repour- voir,P.F.Aulieu d'employer lemot repourvue ,onpourrait",Glossaire vaud (1861),Line 4879
